State,Avg Daily Distance (km),Brand,Model,Price (INR),Year of Manufacture,Engine Capacity (cc),Fuel Type,Mileage (km/l),Owner Type,Registration Year,Insurance Status,Seller Type,Resale Price (INR),City Tier,Depreciation (INR),Depreciation %,Bike Age (Years)
Maharashtra,76.24,TVS,Jupiter,59238,2019,613,Electric,74.92,Second,2021,Not Available,Dealer,23956.86,Tier 1,35281.14,59.558290286640336,2
Punjab,63.97,Hero,Passion Pro,329516,2017,485,Petrol,43.94,Third,2022,Not Available,Dealer,155553.74,Tier 1,173962.26,52.7932664878185,5
Madhya Pradesh,71.65,KTM,390 Adventure,356130,2020,272,Electric,84.67,Third,2020,Active,Individual,233134.59,Tier 2,122995.41,34.53666076994356,0
Delhi,39.74,Royal Enfield,Hunter 350,112752,2019,982,Petrol,43.97,First,2019,Active,Dealer,81759.61,Tier 2,30992.39,27.487219738895984,0
Madhya Pradesh,72.93,Honda,Unicorn,284450,2019,309,Electric,93.55,Third,2019,Not Available,Dealer,167439.48,Tier 3,117010.51999999999,41.13570750571277,0
Gujarat,72.36,Hero,HF Deluxe,139577,2018,225,Petrol,35.75,Third,2020,Expired,Individual,76341.38,Tier 2,63235.619999999995,45.30518638457625,2
Delhi,18.32,Yamaha,MT-15,78965,2017,291,Petrol,40.01,First,2017,Not Available,Individual,38817.63,Tier 3,40147.37,50.841980624327235,0
Rajasthan,56.64,KTM,RC 390,399424,2016,216,Electric,70.49,Third,2020,Active,Dealer,264211.83,Tier 1,135212.16999999998,33.851789076269824,4
West Bengal,28.6,Kawasaki,Ninja 300,148025,2015,258,Petrol,34.53,Second,2021,Active,Individual,116341.5,Metro,31683.5,21.404154703597364,6
Madhya Pradesh,20.84,Royal Enfield,Meteor 350,371689,2017,797,Petrol,41.04,Third,2023,Active,Individual,201442.56,Tier 3,170246.44,45.803464724541215,6
Maharashtra,9.32,Kawasaki,Ninja 400,215843,2024,187,Petrol,33.49,Third,2024,Not Available,Dealer,150887.27,Metro,64955.73000000001,30.093971080831906,0
Maharashtra,31.57,Royal Enfield,Hunter 350,149995,2020,309,Hybrid,93.76,Third,2020,Expired,Individual,70595.68,Tier 3,79399.32,52.93464448814961,0
Delhi,70.95,Royal Enfield,Meteor 350,135677,2024,706,Hybrid,92.94,Second,2024,Active,Individual,69640.3,Tier 1,66036.7,48.671993042298986,0
Delhi,25.66,Royal Enfield,Hunter 350,274366,2017,627,Petrol,55.07,First,2017,Expired,Dealer,211887.68,Metro,62478.32000000001,22.771888645094513,0
Madhya Pradesh,37.83,Kawasaki,Ninja 300,101679,2016,593,Electric,87.72,First,2016,Expired,Dealer,51278.29,Tier 1,50400.71,49.56845562997276,0
West Bengal,25.56,KTM,250 Duke,370456,2020,357,Hybrid,93.4,First,2020,Active,Individual,285118.2,Tier 3,85337.79999999999,23.035880104519833,0
Maharashtra,32.05,Hero,HF Deluxe,174191,2017,292,Hybrid,70.26,Third,2023,Expired,Dealer,111118.16,Tier 2,63072.84,36.209011946656254,6
Delhi,16.39,Kawasaki,Vulcan S,373371,2019,382,Hybrid,98.75,First,2019,Active,Dealer,193837.42,Metro,179533.58,48.08450040308433,0
Karnataka,49.58,Honda,Activa,316877,2019,793,Petrol,35.37,Third,2022,Active,Individual,172802.36,Tier 3,144074.64,45.467055040283775,3
West Bengal,40.32,TVS,Sport,213681,2021,864,Petrol,54.62,First,2021,Active,Individual,141674.8,Metro,72006.20000000001,33.6979890584563,0
Punjab,14.07,TVS,Apache RTR 160,133805,2023,372,Electric,81.54,Second,2023,Expired,Individual,75051.13,Tier 1,58753.869999999995,43.910070625163485,0
Karnataka,77.22,Hero,Splendor Plus,211399,2023,530,Petrol,56.83,Second,2023,Expired,Individual,95030.83,Tier 2,116368.17,55.04669842336056,0
Karnataka,32.95,Bajaj,Pulsar 150,311628,2015,508,Hybrid,60.06,First,2015,Active,Individual,173323.11,Tier 1,138304.89,44.38140667719204,0
Maharashtra,45.36,Yamaha,Ray ZR,167945,2019,695,Petrol,43.72,First,2019,Not Available,Dealer,73557.17,Tier 2,94387.83,56.20163148649856,0
Tamil Nadu,52.45,Royal Enfield,Interceptor 650,112747,2016,516,Hybrid,71.36,Third,2023,Expired,Dealer,47298.94,Tier 3,65448.06,58.04860439745625,7
Punjab,36.67,Hero,Splendor Plus,392747,2016,290,Petrol,50.94,Second,2021,Active,Dealer,158485.92,Tier 3,234261.08,59.64681588910927,5
Uttar Pradesh,48.73,Yamaha,Fascino 125,338831,2022,166,Electric,87.17,Second,2023,Not Available,Dealer,196061.24,Tier 1,142769.76,42.13597929351211,1
Punjab,35.32,Bajaj,CT 100,178049,2021,520,Hybrid,87.18,First,2021,Expired,Dealer,114981.3,Tier 3,63067.7,35.42154126111351,0
West Bengal,27.6,KTM,Duke 200,398287,2016,479,Hybrid,86.01,Third,2017,Active,Individual,274925.1,Metro,123361.90000000002,30.973117375159127,1
Rajasthan,65.48,TVS,Ronin,137017,2023,359,Electric,96.33,Third,2024,Active,Dealer,79347.72,Tier 1,57669.28,42.08914222322777,1
Uttar Pradesh,50.78,Royal Enfield,Classic 350,75068,2023,565,Hybrid,87.87,Second,2024,Expired,Individual,45342.56,Tier 3,29725.440000000002,39.59801779719721,1
Karnataka,50.73,KTM,250 Duke,330157,2023,686,Hybrid,87.08,First,2023,Expired,Dealer,208574.66,Metro,121582.34,36.825613268838765,0
Tamil Nadu,45.3,TVS,Ronin,384386,2019,430,Electric,87.44,Second,2024,Expired,Individual,220812.99,Tier 1,163573.01,42.554362021509625,5
Delhi,66.77,TVS,Ronin,364764,2022,581,Electric,99.07,Second,2023,Active,Dealer,148449.0,Tier 1,216315.0,59.30272724282002,1
Madhya Pradesh,62.05,KTM,RC 390,233560,2019,654,Petrol,51.72,First,2019,Not Available,Individual,161293.89,Tier 1,72266.10999999999,30.941132899469082,0
Karnataka,68.69,Honda,Shine,269277,2016,960,Hybrid,73.19,Third,2022,Expired,Individual,191053.38,Tier 3,78223.62,29.04949921456344,6
Uttar Pradesh,17.2,KTM,125 Duke,100351,2019,923,Hybrid,79.1,First,2019,Active,Individual,53013.87,Tier 2,47337.13,47.17155783200964,0
Delhi,76.14,Royal Enfield,Hunter 350,302081,2017,696,Hybrid,77.12,Second,2021,Not Available,Individual,214488.75,Tier 3,87592.25,28.996279143673387,4
Rajasthan,61.36,Bajaj,Avenger 220,76803,2023,515,Electric,94.46,First,2023,Expired,Dealer,45609.78,Tier 2,31193.22,40.61458536775907,0
Karnataka,15.65,Kawasaki,Ninja 400,240262,2020,330,Electric,85.51,First,2020,Active,Dealer,132803.73,Metro,107458.26999999999,44.72545387951486,0
Maharashtra,47.38,KTM,390 Adventure,262491,2024,635,Petrol,45.97,First,2024,Not Available,Individual,201684.49,Tier 3,60806.51000000001,23.16517899661322,0
West Bengal,33.54,TVS,NTorq 125,188250,2024,519,Electric,60.66,Second,2024,Not Available,Individual,77958.01,Tier 3,110291.99,58.58804249667995,0
Delhi,36.8,TVS,Jupiter,259405,2015,947,Petrol,37.45,Second,2020,Active,Dealer,158828.49,Tier 1,100576.51000000001,38.77200131069178,5
Rajasthan,76.92,Honda,Dio,103418,2023,961,Hybrid,61.55,First,2023,Active,Dealer,80402.38,Tier 2,23015.619999999995,22.254945947513967,0
Gujarat,25.57,KTM,390 Adventure,224150,2018,759,Hybrid,67.48,Second,2020,Not Available,Dealer,133998.39,Tier 2,90151.60999999999,40.21932188266785,2
Karnataka,19.01,Bajaj,Dominar 400,283810,2016,435,Petrol,38.46,Second,2019,Active,Dealer,133101.51,Metro,150708.49,53.1018956344033,3
Madhya Pradesh,77.54,Kawasaki,Versys 650,267705,2022,279,Electric,80.72,First,2022,Expired,Dealer,122729.96,Tier 1,144975.03999999998,54.154774845445544,0
Karnataka,67.42,Hero,Glamour,356042,2015,739,Hybrid,62.72,Second,2020,Active,Individual,246954.48,Tier 3,109087.51999999999,30.63894709051179,5
Tamil Nadu,77.59,KTM,125 Duke,188519,2019,719,Electric,80.76,First,2019,Expired,Individual,88738.4,Tier 1,99780.6,52.92867031970253,0
Delhi,79.05,Bajaj,Dominar 400,275802,2017,254,Hybrid,79.96,Second,2020,Not Available,Individual,128595.97,Metro,147206.03,53.373808021696725,3
Punjab,41.05,Yamaha,MT-15,70854,2016,953,Electric,68.04,First,2016,Not Available,Dealer,46261.22,Metro,24592.78,34.70909193552939,0
Maharashtra,70.54,Hero,Xtreme 160R,339286,2021,201,Petrol,49.33,Second,2023,Expired,Dealer,183497.96,Tier 3,155788.04,45.916436280895766,2
West Bengal,43.61,Bajaj,Pulsar 150,77767,2020,931,Electric,97.82,Third,2023,Not Available,Individual,32074.53,Metro,45692.47,58.755603276454025,3
Madhya Pradesh,56.34,Honda,Unicorn,273211,2018,832,Petrol,56.17,Third,2020,Expired,Individual,122035.75,Tier 3,151175.25,55.33278308706458,2
Karnataka,64.73,Honda,Unicorn,93378,2024,652,Hybrid,93.18,First,2024,Not Available,Individual,47741.69,Tier 3,45636.31,48.872657371115245,0
West Bengal,36.94,Royal Enfield,Himalayan,170910,2024,211,Electric,61.91,Third,2024,Not Available,Individual,103132.98,Tier 2,67777.02,39.656556082148505,0
Karnataka,44.45,Bajaj,Pulsar 150,162651,2018,431,Hybrid,96.12,First,2018,Expired,Individual,91618.92,Tier 3,71032.08,43.6714683586329,0
Maharashtra,47.89,Bajaj,CT 100,245204,2020,244,Hybrid,88.92,First,2020,Expired,Individual,110531.96,Tier 1,134672.03999999998,54.92244824717377,0
West Bengal,37.13,KTM,250 Duke,258174,2020,841,Petrol,36.44,Third,2024,Expired,Dealer,146691.53,Tier 3,111482.47,43.181137527404005,4
Maharashtra,65.71,KTM,390 Adventure,274493,2017,771,Hybrid,69.32,Third,2019,Expired,Dealer,208818.09,Tier 3,65674.91,23.925896106640245,2
Karnataka,42.36,KTM,390 Adventure,288204,2016,641,Electric,66.27,Second,2022,Not Available,Dealer,197776.78,Tier 1,90427.22,31.37611552927787,6
West Bengal,66.6,Hero,Glamour,138595,2016,538,Hybrid,87.12,First,2016,Expired,Dealer,69616.53,Tier 3,68978.47,49.76981132075472,0
Uttar Pradesh,15.98,Hero,HF Deluxe,269366,2024,400,Petrol,27.79,First,2024,Active,Individual,145505.07,Metro,123860.93,45.982391987110475,0
Tamil Nadu,18.64,Yamaha,MT-15,185605,2017,603,Hybrid,88.46,Third,2022,Expired,Individual,85728.06,Metro,99876.94,53.81155680073274,5
Rajasthan,20.82,KTM,390 Adventure,303416,2023,718,Hybrid,74.1,First,2023,Active,Individual,157281.93,Tier 2,146134.07,48.16294130830279,0
Karnataka,74.93,Kawasaki,Ninja 300,70806,2018,473,Electric,82.97,Second,2021,Not Available,Individual,43484.1,Metro,27321.9,38.58698415388527,3
Karnataka,39.72,Bajaj,Pulsar 150,381773,2017,821,Hybrid,61.34,Third,2021,Active,Individual,218593.41,Tier 3,163179.59,42.742569537395255,4
Karnataka,51.67,KTM,390 Adventure,176529,2021,243,Electric,71.88,Third,2021,Expired,Dealer,76436.96,Tier 2,100092.04,56.700054948478716,0
Gujarat,76.95,Yamaha,FZ V3,365910,2022,656,Hybrid,94.18,Third,2024,Not Available,Individual,180553.32,Tier 1,185356.68,50.65635812084939,2
Karnataka,28.34,KTM,Duke 200,241646,2024,390,Hybrid,72.21,Second,2024,Not Available,Dealer,97027.78,Tier 2,144618.22,59.84714003128544,0
Rajasthan,21.39,Royal Enfield,Interceptor 650,142945,2019,190,Hybrid,73.16,Second,2020,Not Available,Individual,81802.72,Tier 1,61142.28,42.773290426387774,1
Maharashtra,13.87,TVS,Apache RTR 160,127183,2023,286,Hybrid,81.86,Third,2023,Expired,Dealer,87580.71,Tier 1,39602.28999999999,31.138037316307994,0
Gujarat,30.29,Honda,Activa,203623,2018,640,Petrol,47.6,Second,2022,Expired,Individual,104437.95,Tier 3,99185.05,48.71014079941853,4
Punjab,47.58,Kawasaki,Z650,350436,2016,783,Hybrid,80.04,Third,2022,Active,Individual,209018.31,Metro,141417.69,40.354783755093656,6
Uttar Pradesh,13.28,Bajaj,Avenger 220,60422,2022,855,Hybrid,69.41,Third,2024,Active,Individual,37439.43,Tier 1,22982.57,38.03675813445434,2
Karnataka,45.75,Kawasaki,Ninja 300,121141,2024,773,Hybrid,84.92,Second,2024,Active,Dealer,67014.18,Metro,54126.82000000001,44.680842984621236,0
Tamil Nadu,32.82,Hero,Passion Pro,370501,2019,950,Electric,82.01,Second,2019,Not Available,Dealer,153246.94,Tier 1,217254.06,58.63791460751793,0
Tamil Nadu,67.25,Yamaha,Ray ZR,338354,2018,971,Petrol,34.95,First,2018,Expired,Individual,216642.3,Tier 3,121711.70000000001,35.97170419146811,0
West Bengal,11.12,Kawasaki,Z650,233705,2018,869,Petrol,25.35,First,2018,Expired,Individual,120190.6,Tier 2,113514.4,48.57166085449605,0
Tamil Nadu,36.32,KTM,RC 390,130071,2021,131,Electric,87.36,Third,2023,Active,Dealer,83183.4,Tier 1,46887.600000000006,36.04769702700833,2
Madhya Pradesh,46.3,Hero,Glamour,271959,2017,825,Petrol,41.92,First,2017,Not Available,Dealer,170714.74,Tier 2,101244.26000000001,37.22776595001453,0
Maharashtra,42.89,Honda,Activa,146782,2019,697,Electric,65.71,First,2019,Expired,Individual,116707.21,Tier 3,30074.789999999994,20.489426496436888,0
Rajasthan,12.37,KTM,Duke 200,278881,2023,298,Petrol,35.77,Second,2023,Not Available,Dealer,203228.28,Tier 2,75652.72,27.12724065103037,0
Tamil Nadu,33.74,Honda,Activa,387696,2020,728,Electric,63.62,First,2020,Active,Dealer,248650.31,Tier 1,139045.69,35.864618154430275,0
Punjab,20.62,Kawasaki,Z650,53111,2021,330,Hybrid,70.99,First,2021,Active,Dealer,36172.87,Tier 3,16938.129999999997,31.89194328858428,0
Punjab,14.47,KTM,250 Duke,294491,2024,729,Petrol,27.17,Third,2024,Expired,Individual,147247.44,Tier 1,147243.56,49.99934123623472,0
Delhi,39.06,Honda,CBR 650R,244338,2017,890,Hybrid,93.68,First,2017,Expired,Dealer,105547.93,Tier 1,138790.07,56.8024908119081,0
West Bengal,47.47,Bajaj,Dominar 400,106027,2020,878,Electric,64.33,Third,2021,Not Available,Individual,48946.7,Tier 1,57080.3,53.8356267743122,1
Tamil Nadu,47.82,Bajaj,Pulsar 150,262059,2018,674,Electric,83.2,Second,2023,Not Available,Individual,158611.79,Tier 3,103447.20999999999,39.47477858039601,5
Punjab,52.45,Hero,HF Deluxe,160474,2015,919,Electric,76.03,Third,2022,Not Available,Dealer,84888.54,Tier 1,75585.46,47.10137467751786,7
Delhi,37.82,TVS,Jupiter,399947,2024,280,Electric,93.53,Third,2024,Not Available,Individual,263792.36,Tier 2,136154.64,34.04317072012042,0
Gujarat,70.61,KTM,250 Duke,218063,2023,897,Hybrid,96.16,First,2023,Not Available,Individual,102800.01,Metro,115262.99,52.85765581506262,0
Maharashtra,45.46,Hero,Glamour,234631,2020,463,Hybrid,87.74,First,2020,Not Available,Dealer,178336.16,Tier 1,56294.84,23.99292506105331,0
Uttar Pradesh,76.81,Honda,CBR 650R,358685,2016,928,Petrol,31.11,Third,2021,Not Available,Dealer,286753.77,Tier 1,71931.22999999998,20.054150577805032,5
Tamil Nadu,22.16,Honda,CBR 650R,348235,2019,371,Hybrid,90.75,First,2019,Active,Individual,185857.29,Metro,162377.71,46.628773672950736,0
Uttar Pradesh,11.64,Hero,Splendor Plus,192226,2023,184,Petrol,45.22,Third,2024,Not Available,Individual,143342.39,Tier 3,48883.609999999986,25.430279982936742,1
Maharashtra,7.9,KTM,390 Adventure,272350,2022,252,Electric,85.85,Third,2024,Expired,Dealer,181409.72,Tier 2,90940.28,33.39096016155682,2
Uttar Pradesh,30.53,KTM,125 Duke,302101,2019,682,Petrol,29.0,Third,2019,Active,Dealer,123879.97,Tier 1,178221.03,58.993856359297055,0
Karnataka,22.21,Kawasaki,Ninja 400,272238,2017,844,Petrol,47.18,Third,2018,Expired,Individual,214272.65,Tier 3,57965.350000000006,21.29215980135029,1
Punjab,12.69,KTM,Duke 200,54432,2017,791,Electric,75.59,First,2017,Active,Dealer,31954.88,Tier 3,22477.12,41.29394473838918,0
Maharashtra,38.46,Yamaha,FZ V3,219420,2015,520,Petrol,33.49,Second,2015,Active,Dealer,123518.34,Metro,95901.66,43.70689089417555,0
Maharashtra,51.79,TVS,Jupiter,225319,2015,556,Hybrid,76.8,Third,2019,Expired,Dealer,103128.9,Metro,122190.1,54.2298252699506,4
Gujarat,78.73,Yamaha,FZ V3,82411,2024,935,Hybrid,86.76,Third,2024,Expired,Dealer,45607.08,Tier 2,36803.92,44.658989697977205,0
Tamil Nadu,23.46,KTM,RC 390,52478,2016,553,Electric,78.12,Second,2021,Expired,Dealer,23506.38,Metro,28971.62,55.2071725294409,5
Gujarat,16.89,Bajaj,Platina 110,314409,2020,490,Petrol,32.69,Second,2022,Expired,Individual,152029.42,Tier 1,162379.58,51.64597069422313,2
Tamil Nadu,56.89,TVS,Jupiter,135451,2021,121,Petrol,50.99,Third,2024,Not Available,Dealer,75823.25,Tier 2,59627.75,44.02163882141882,3
Punjab,30.51,Yamaha,Ray ZR,161169,2016,542,Hybrid,60.34,First,2016,Expired,Dealer,115123.89,Tier 3,46045.11,28.569458146417738,0
Punjab,72.5,Honda,CBR 650R,130042,2023,204,Petrol,40.29,Second,2024,Expired,Individual,81080.64,Metro,48961.36,37.650420633333844,1
Gujarat,40.19,KTM,125 Duke,341492,2024,428,Electric,84.84,Second,2024,Expired,Dealer,191932.03,Tier 3,149559.97,43.79603914586579,0
Gujarat,77.75,Bajaj,Pulsar 150,102635,2024,791,Electric,80.34,Third,2024,Expired,Individual,79078.91,Tier 1,23556.089999999997,22.951322648219417,0
Madhya Pradesh,19.31,KTM,250 Duke,110759,2019,364,Petrol,53.27,Third,2023,Not Available,Dealer,84368.94,Tier 1,26390.059999999998,23.826560369811933,4
Uttar Pradesh,57.13,TVS,Sport,290735,2023,994,Hybrid,62.39,First,2023,Not Available,Dealer,181971.77,Tier 3,108763.23000000001,37.40974770839425,0
Maharashtra,33.33,Kawasaki,Vulcan S,133384,2021,868,Hybrid,92.2,Second,2022,Expired,Individual,67342.32,Tier 3,66041.68,49.51244527079709,1
Delhi,6.23,KTM,125 Duke,89699,2021,783,Electric,93.92,First,2021,Expired,Dealer,43131.88,Tier 1,46567.12,51.91487084582883,0
Uttar Pradesh,56.06,Kawasaki,Versys 650,123347,2020,214,Petrol,27.93,Second,2023,Not Available,Dealer,65008.12,Metro,58338.88,47.296553625138834,3
Karnataka,62.86,Kawasaki,Ninja 300,207047,2020,248,Hybrid,88.33,First,2020,Expired,Dealer,134135.64,Tier 1,72911.35999999999,35.2148835771588,0
West Bengal,9.94,Royal Enfield,Interceptor 650,225007,2016,260,Petrol,31.8,Second,2022,Expired,Dealer,106826.92,Tier 2,118180.08,52.5228459559036,6
Rajasthan,66.41,Honda,Dio,166857,2015,805,Electric,88.38,First,2015,Active,Dealer,112614.08,Tier 2,54242.92,32.50862714779721,0
Karnataka,11.76,Yamaha,R15 V4,79000,2021,546,Electric,72.16,First,2021,Expired,Individual,34751.45,Tier 2,44248.55,56.01082278481013,0
Delhi,34.48,Yamaha,Ray ZR,141709,2022,377,Hybrid,87.17,Third,2022,Active,Individual,80373.16,Tier 1,61335.84,43.282953094016605,0
Tamil Nadu,61.93,Royal Enfield,Himalayan,399395,2023,343,Petrol,56.21,Third,2024,Active,Individual,178330.5,Metro,221064.5,55.34984163547365,1
Gujarat,25.62,Bajaj,Avenger 220,177346,2017,352,Hybrid,84.76,Second,2017,Not Available,Dealer,71646.38,Metro,105699.62,59.60079167277526,0
Rajasthan,49.08,Hero,Splendor Plus,152392,2023,553,Hybrid,78.84,Second,2024,Not Available,Individual,84385.53,Tier 3,68006.47,44.626010551735,1
West Bengal,58.16,Yamaha,Fascino 125,263406,2021,924,Electric,96.11,Second,2022,Not Available,Individual,117006.97,Tier 2,146399.03,55.57923130072967,1
Madhya Pradesh,8.89,Kawasaki,Versys 650,237648,2020,472,Electric,82.41,Third,2023,Expired,Individual,185487.79,Tier 2,52160.20999999999,21.948516293004776,3
Rajasthan,74.62,Kawasaki,Z650,193414,2023,124,Petrol,50.14,Third,2023,Active,Dealer,87290.44,Metro,106123.56,54.86860310008582,0
Maharashtra,23.01,Kawasaki,Ninja 400,265123,2017,591,Petrol,57.37,First,2017,Active,Dealer,163847.29,Metro,101275.70999999999,38.199518713955406,0
Rajasthan,61.81,Hero,HF Deluxe,308713,2024,402,Electric,96.26,Third,2024,Not Available,Individual,229702.91,Tier 2,79010.09,25.5933796114838,0
Delhi,27.55,Bajaj,Platina 110,139029,2017,820,Petrol,53.94,Second,2019,Expired,Individual,92061.05,Tier 1,46967.95,33.78284386710686,2
Rajasthan,41.82,KTM,250 Duke,189781,2021,935,Petrol,39.3,Third,2021,Expired,Dealer,103019.67,Tier 3,86761.33,45.71655223652526,0
Madhya Pradesh,62.48,Kawasaki,Versys 650,199105,2022,652,Electric,77.5,First,2022,Expired,Individual,125795.2,Tier 1,73309.8,36.81966801436428,0
Maharashtra,69.94,Kawasaki,Versys 650,227378,2019,963,Electric,65.74,Third,2023,Active,Individual,157371.56,Tier 2,70006.44,30.788572333295217,4
Maharashtra,21.05,KTM,250 Duke,310277,2022,417,Hybrid,69.05,First,2022,Expired,Dealer,150081.69,Metro,160195.31,51.62977275144468,0
Maharashtra,67.27,Bajaj,Dominar 400,369444,2018,724,Petrol,25.5,Second,2019,Expired,Individual,243530.84,Tier 3,125913.16,34.08179859464492,1
Madhya Pradesh,38.28,TVS,Jupiter,396323,2018,417,Electric,97.58,Third,2024,Active,Individual,174281.33,Tier 3,222041.67,56.02543127701395,6
Uttar Pradesh,53.67,Hero,Xtreme 160R,242978,2016,325,Hybrid,65.85,Second,2016,Active,Individual,113244.12,Tier 1,129733.88,53.39326194141033,0
Tamil Nadu,66.6,Bajaj,Platina 110,215250,2017,968,Petrol,30.1,Third,2022,Active,Individual,130107.12,Tier 1,85142.88,39.55534494773519,5
Punjab,64.23,KTM,Duke 200,219945,2015,122,Petrol,38.85,Second,2019,Not Available,Individual,142909.93,Tier 2,77035.07,35.02469708336176,4
Maharashtra,68.78,Royal Enfield,Classic 350,358443,2018,345,Hybrid,88.93,Second,2024,Expired,Dealer,200632.66,Tier 3,157810.34,44.02662069003998,6
Karnataka,74.58,Honda,Activa,195672,2019,837,Hybrid,99.31,Second,2022,Expired,Dealer,145255.31,Metro,50416.69,25.765919497935318,3
Maharashtra,58.25,TVS,NTorq 125,112087,2017,576,Electric,84.05,Third,2023,Expired,Dealer,61075.17,Tier 1,51011.83,45.51092454968016,6
Uttar Pradesh,20.86,TVS,Sport,197119,2018,201,Hybrid,86.91,First,2018,Expired,Dealer,91158.66,Tier 1,105960.34,53.754503624714,0
Madhya Pradesh,19.99,Royal Enfield,Meteor 350,64802,2018,107,Electric,81.27,Third,2024,Not Available,Individual,28264.55,Tier 3,36537.45,56.3832134810654,6
Rajasthan,26.18,Bajaj,CT 100,68000,2021,109,Electric,63.74,Second,2023,Active,Dealer,30586.37,Tier 1,37413.630000000005,55.020044117647075,2
Madhya Pradesh,24.52,Kawasaki,Ninja 300,168650,2017,465,Petrol,58.83,First,2017,Active,Individual,72904.4,Tier 2,95745.6,56.77177586718055,0
Rajasthan,71.56,TVS,NTorq 125,247338,2024,715,Electric,91.15,Third,2024,Active,Individual,173656.85,Metro,73681.15,29.789660302905336,0
Tamil Nadu,20.45,Hero,Splendor Plus,378425,2019,841,Petrol,52.39,Second,2021,Not Available,Individual,162500.49,Metro,215924.51,57.058732906124064,2
Madhya Pradesh,16.21,Hero,HF Deluxe,54587,2022,887,Hybrid,93.46,Second,2024,Not Available,Individual,28706.83,Tier 1,25880.17,47.410867056258816,2
